id,outcome,treat,channel,recency,frequency,monetary
11481,199.1278945,1,Organic,11,9,76.5428482
11482,263.0759584,1,Referral,18,24,80.19963789
11483,288.6479034,1,Ad,12,5,151.5020953
11484,116.1475693,1,Organic,16,12,105.3380261
11485,213.4607646,1,Referral,16,11,44.01775574
11486,165.5709798,1,Organic,25,15,139.9264476
11487,103.5527188,1,Ad,17,14,108.8139008
11488,135.8708089,1,Ad,22,10,99.01983152
11489,294.0200996,1,Ad,20,29,3.548115491
11490,235.3664063,1,Referral,14,13,74.02376512
11491,245.6883073,1,Organic,14,15,195.8954552
11492,182.2885271,1,Ad,12,24,96.28233483
11493,234.0710499,1,Referral,17,9,56.84830463
11494,216.3672966,1,Organic,16,20,25.13393895
11495,203.0951151,1,Organic,29,15,83.95884589
11496,221.9410362,1,Organic,18,9,59.05731538
11497,175.2471877,1,Organic,17,15,93.68642793
11498,137.5479521,1,Ad,20,13,60.5521576
11499,287.9943172,1,Referral,18,9,69.52684155
11500,103.1807616,1,Referral,18,23,104.6471617
11501,240.8619734,1,Organic,17,11,167.0559806
11502,199.152119,1,Organic,15,10,105.8903786
11503,208.6240284,1,Organic,12,14,60.11768374
11504,186.7051126,1,Referral,24,19,59.27097756
11505,327.3556096,1,Referral,9,3,98.72505205
11506,282.1205967,1,Organic,15,9,53.00488705
11507,250.8000152,1,Organic,16,11,140.3543596
11508,254.3521752,1,Referral,14,7,2.364021006
11509,71.17367813,1,Ad,20,14,38.54558714
11510,146.1479081,1,Organic,8,11,57.77045759
11511,127.6310921,1,Organic,18,22,45.505015
11512,206.3245251,1,Organic,21,16,157.8879218
11513,199.9297085,1,Ad,18,12,77.93006095
11514,333.8311583,1,Organic,12,20,156.3232002
11515,218.143703,1,Ad,20,19,226.8257974
11516,173.3948105,1,Ad,11,2,36.08795283
11517,95.83737582,1,Organic,18,15,108.8201328
11518,99.55056934,1,Organic,12,10,8.253585032
11519,199.0744966,1,Ad,12,17,124.9721778
11520,186.6007519,1,Ad,22,27,97.09768277
11521,174.683407,1,Organic,12,9,162.9324359
11522,133.0006543,1,Ad,8,8,79.71975787
11523,144.4727827,1,Ad,13,20,160.0488915
11524,494.9368122,1,Ad,10,3,207.2655502
11525,79.19265531,1,Ad,21,31,131.738995
11526,171.2420331,1,Referral,22,15,194.8589718
11527,178.4315023,1,Referral,16,13,51.5496128
11528,229.4641699,1,Ad,19,18,121.1233416
11529,220.7539584,1,Organic,14,13,53.60738546
11530,184.7466935,1,Ad,24,17,101.6180821
11531,179.0563629,1,Referral,20,15,105.7670247
11532,300.3769132,1,Ad,11,3,96.34408884
11533,359.4229679,1,Organic,7,6,114.5150767
11534,114.765001,1,Organic,13,32,177.2167558
11535,338.2607009,1,Ad,30,33,175.1301629
11536,221.5888735,1,Ad,12,8,118.1016988
11537,282.0377649,1,Organic,18,11,108.4381066
11538,154.7383239,1,Ad,15,10,38.22241606
11539,311.9046389,1,Referral,11,8,65.01659896
11540,121.2647188,1,Ad,14,21,146.8445114
11541,208.4514792,1,Referral,13,8,34.90125838
11542,244.5548266,1,Ad,9,11,118.8959309
11543,142.3478265,1,Ad,13,15,2.734329343
11544,194.7903614,1,Organic,11,6,90.84252177
11545,206.1429391,1,Ad,15,9,141.263861
11546,144.4095976,1,Ad,21,16,115.7880459
11547,174.7799223,1,Referral,20,16,99.30851236
11548,215.0390815,1,Ad,30,15,55.93948827
11549,183.517369,1,Organic,14,8,55.66342364
11550,208.3049234,1,Ad,11,17,32.09152893
11551,134.5640123,1,Ad,23,16,153.1411336
11552,218.0017384,1,Organic,23,17,61.39997049
11553,135.0902676,1,Ad,14,17,143.8601897
11554,120.2230906,1,Organic,21,22,41.97590302
11555,175.8057594,1,Ad,11,11,36.32260777
11556,245.9653631,1,Organic,6,3,77.88248416
11557,200.5417727,1,Ad,14,26,125.078436
11558,96.62607102,1,Ad,17,20,105.147985
11559,274.313737,1,Organic,12,4,62.87146461
11560,311.8969272,1,Ad,14,6,117.072783
11561,369.9813283,1,Referral,12,6,115.0581129
11562,117.0478582,1,Ad,11,14,108.178871
11563,145.1410441,1,Ad,14,16,30.80626687
11564,140.7816933,1,Ad,17,27,61.67218706
11565,217.5362853,1,Ad,14,4,114.9178072
11566,173.0158734,1,Ad,16,15,52.81672837
11567,408.9430428,1,Organic,11,16,137.3914549
11568,108.9729352,1,Ad,18,5,24.47550549
11569,297.1815706,1,Organic,13,26,53.5341984
11570,176.9979538,1,Ad,9,5,84.96703489
11571,223.896357,1,Ad,18,17,85.95098674
11572,301.5631271,1,Organic,28,24,112.7227174
11573,203.2678826,1,Organic,11,15,71.99737047
11574,152.1953474,1,Ad,19,19,68.01811026
11575,139.7646211,1,Ad,22,18,102.8548508
11576,205.0746827,1,Organic,17,17,33.75579688
11577,271.2914493,1,Ad,16,11,41.81802034
11578,248.0908114,1,Ad,8,6,101.9751053
11579,185.9836225,1,Ad,15,9,80.06896546
11580,376.642769,1,Organic,13,5,133.4265763
11581,101.6019597,1,Organic,19,13,126.5700187
11582,131.9110865,1,Referral,20,13,105.5324776
11583,195.5671358,1,Ad,27,26,16.8144985
11584,113.7179721,1,Organic,21,19,90.50017649
11585,209.3485246,1,Ad,14,20,66.28160419
11586,252.2208242,1,Referral,21,14,91.87356226
11587,209.1548633,1,Organic,19,12,85.74261459
11588,222.5774626,1,Organic,14,15,89.29822893
11589,185.078485,1,Organic,18,12,69.36870162
11590,200.0350492,1,Ad,7,11,94.5499876
11591,90.8498991,1,Organic,19,9,108.003297
11592,98.67083664,1,Ad,13,15,61.16783348
11593,302.5333071,1,Referral,9,7,100.982791
11594,210.7909464,1,Ad,14,10,183.898229
11595,214.4071509,1,Ad,17,13,168.5464998
11596,250.9798851,1,Organic,20,9,167.3899234
11597,181.5551559,1,Ad,16,18,117.1465912
11598,167.8648306,1,Organic,13,8,89.02461051
11599,178.5611491,1,Ad,6,5,40.79862248
11600,174.9126709,1,Referral,22,35,75.58165244
11601,418.8097225,1,Ad,8,4,135.1714294
11602,163.6733893,1,Ad,22,19,153.2618805
11603,205.0126176,1,Ad,18,10,158.2504691
11604,386.5224396,1,Organic,12,6,154.9291622
11605,198.7321765,1,Organic,14,12,64.63278522
11606,279.7652222,1,Ad,10,6,91.04212661
11607,324.1170054,1,Referral,21,14,94.21668807
11608,174.1063172,1,Ad,30,17,96.76542035
11609,173.0779395,1,Organic,13,5,45.86413558
11610,199.4513389,1,Organic,17,16,117.475988
11611,185.5142584,1,Referral,26,12,171.1911574
11612,330.5609688,1,Ad,15,16,72.29299037
11613,171.3117739,1,Ad,12,6,31.29616491
11614,121.2819996,1,Ad,16,16,129.8783551
11615,193.7061794,1,Ad,27,19,167.9087037
11616,190.2746383,1,Ad,9,15,79.49430186
11617,173.5218369,1,Organic,12,8,33.91641515
11618,213.2313124,1,Organic,17,22,148.6819249
11619,168.1723127,1,Ad,18,6,120.4430176
11620,177.9890763,1,Organic,13,8,68.60567468
11621,136.9892447,1,Referral,20,13,78.70720343
11622,216.9280525,1,Organic,16,14,78.90669335
11623,241.9112596,1,Organic,9,11,62.90404274
11624,148.9544017,1,Referral,9,18,62.6939484
11625,175.7799641,1,Ad,16,21,127.3393831
11626,180.5628176,1,Organic,16,7,45.0088752
11627,180.9091592,1,Ad,16,10,175.5483643
11628,241.2304726,1,Ad,13,9,164.0673862
11629,254.0279894,1,Referral,23,30,73.68099818
11630,151.5969356,1,Organic,10,11,20.23639219
11631,143.8905271,1,Ad,19,17,149.9103946
11632,199.2557261,1,Referral,16,14,53.84379651
11633,297.9272605,1,Organic,8,5,131.5499706
11634,506.490786,1,Organic,8,2,142.1681574
11635,108.7817558,1,Organic,17,14,71.92204551
11636,184.8181613,1,Referral,13,10,72.688809
11637,110.5027408,1,Ad,16,20,22.4092131
11638,279.5689703,1,Organic,32,29,46.70598313
11639,155.1462424,1,Ad,15,20,93.70062754
11640,278.3884878,1,Referral,10,10,154.0270287
11641,243.9377153,1,Ad,15,7,172.0178171
11642,189.0907767,1,Ad,14,16,151.9307615
11643,0,1,Referral,41,27,64.68029177
11644,137.8264945,1,Ad,13,17,143.6153655
11645,210.1410266,1,Ad,16,12,106.6272893
11646,177.5894684,1,Referral,22,18,57.22815888
11647,84.30019857,1,Organic,20,21,67.79321137
11648,141.1624182,1,Referral,22,18,77.65395901
11649,176.0083349,1,Referral,22,18,119.2774142
11650,86.83217212,1,Ad,23,20,106.5690164
11651,216.4186251,1,Referral,14,3,71.38670298
11652,172.7533575,1,Organic,20,25,122.2848725
11653,202.4468775,1,Organic,19,15,229.4135166
11654,181.021469,1,Ad,27,25,135.8673584
11655,194.7174105,1,Ad,17,11,72.81336749
11656,330.5692355,1,Organic,16,7,138.8125019
11657,316.4898295,1,Ad,17,7,232.0013022
11658,222.4633628,1,Referral,15,13,108.789563
11659,247.5857874,1,Organic,24,18,130.2323228
11660,268.4706123,1,Referral,17,7,119.4358267
11661,159.5576285,1,Ad,17,11,20.40249413
11662,196.75571,1,Ad,14,27,135.464689
11663,233.235234,1,Organic,39,26,45.35517459
11664,230.6281184,1,Ad,16,7,122.3378075
11665,288.4068663,1,Ad,11,14,91.55566717
11666,324.0999998,1,Organic,19,11,59.33554276
11667,234.4744007,1,Organic,17,11,17.37434923
11668,216.3847239,1,Ad,20,18,106.8528493
11669,180.7438495,1,Organic,22,21,140.3166129
11670,237.1255585,1,Ad,15,10,210.6360975
11671,219.3557602,1,Referral,14,12,75.0387043
11672,144.5626508,1,Ad,22,28,240.5799354
11673,340.1074116,1,Referral,12,8,226.4891721
11674,193.0944813,1,Ad,16,18,118.7414136
11675,291.2360472,1,Organic,17,8,95.41062934
11676,150.9413248,1,Ad,16,13,52.20112202
11677,261.3576678,1,Ad,19,17,162.5380508
11678,80.1594779,1,Ad,18,18,66.44458433
11679,243.3060646,1,Organic,16,12,63.54954221
11680,226.8916154,1,Ad,8,7,105.6594116
11681,184.5286478,1,Ad,19,16,143.1886657
11682,321.4432357,1,Organic,8,20,191.5822116
11683,151.1419483,1,Organic,21,12,141.9184086
11684,171.1886595,1,Organic,13,32,126.2804351
11685,83.40900908,1,Ad,25,11,84.64883206
11686,241.2518739,1,Ad,9,7,62.28737824
11687,234.0047312,1,Organic,9,4,82.37629984
11688,266.3513823,1,Ad,9,9,118.4699864
11689,182.6170821,1,Ad,18,16,89.92150925
11690,181.5301698,1,Organic,25,25,67.8786424
11691,294.2593638,1,Ad,12,6,119.3405509
11692,130.9778184,1,Ad,19,9,62.75349028
11693,355.8668866,1,Organic,15,12,118.0066338
11694,180.0000002,1,Organic,26,25,116.407392
11695,164.8879196,1,Ad,29,20,187.0105244
11696,126.4683976,1,Organic,24,9,133.8397841
11697,83.56337886,1,Referral,16,21,45.5600033
11698,147.8396926,1,Ad,15,9,73.48115472
11699,185.9444756,1,Ad,11,13,20.31061178
11700,141.102303,1,Ad,18,16,13.8347242
11701,130.1725812,1,Ad,13,22,18.17802049
11702,228.7030583,1,Organic,18,25,13.28741481
11703,134.37879,1,Organic,10,10,25.9019177
11704,233.5161446,1,Ad,17,13,105.2831643
11705,113.5559405,1,Ad,21,18,91.41137087
11706,160.6108294,1,Organic,17,8,57.76461116
11707,214.7120501,1,Referral,15,10,65.61599468
11708,136.3797508,1,Organic,23,24,229.4358397
11709,107.4784284,1,Ad,15,24,125.0773858
11710,178.1370156,1,Ad,18,14,121.0723312
11711,200.0632727,1,Ad,20,30,93.44109362
11712,110.2547675,1,Organic,25,21,53.92986221
11713,196.2246207,1,Organic,9,5,33.71217827
11714,213.193535,1,Ad,20,19,181.8997966
11715,163.2237831,1,Ad,13,9,159.2629318
11716,208.3510945,1,Organic,14,9,141.1733863
11717,185.0582143,1,Ad,13,9,48.76784514
11718,235.1129972,1,Ad,11,8,58.88623664
11719,252.1125382,1,Organic,15,18,44.33613258
11720,206.7004333,1,Ad,14,16,113.0971764
11721,266.3098059,1,Ad,23,30,95.29489882
11722,208.3170357,1,Ad,10,14,65.33108029
11723,467.4987023,1,Organic,8,3,186.5730275
11724,140.5158305,1,Organic,13,12,8.251385509
11725,92.0243097,1,Ad,23,13,113.0278577
11726,141.7854954,1,Ad,26,23,84.83770478
11727,170.1855168,1,Ad,14,13,132.1274041
11728,104.1763397,1,Organic,20,24,100.5527814
11729,246.3286488,1,Organic,15,5,131.2982144
11730,243.3841687,1,Organic,20,8,132.2633166
11731,253.4475748,1,Organic,7,5,78.46448397
11732,132.7398281,1,Organic,16,19,131.3137184
11733,96.93846662,1,Organic,14,9,8.019143157
11734,200.8029604,1,Referral,22,18,99.42899738
11735,227.8923752,1,Organic,10,7,113.3064878
11736,265.8238772,1,Ad,32,28,138.7839105
11737,335.1612705,1,Ad,8,3,64.57204999
11738,214.5093382,1,Organic,12,17,135.0779909
11739,248.8845035,1,Referral,15,11,90.99529808
11740,227.2872695,1,Organic,17,22,99.17110145
11741,124.7153075,1,Organic,14,13,97.41961399
11742,337.8184786,1,Ad,8,9,148.3236357
11743,313.5540299,1,Ad,13,5,89.88109353
11744,191.4563856,1,Ad,20,20,70.48439614
11745,150.1286632,1,Ad,23,27,91.02290754
11746,286.0325662,1,Referral,10,6,89.5504045
11747,210.0159202,1,Organic,19,21,120.200794
11748,250.5608946,1,Ad,28,26,111.6981695
11749,213.2300085,1,Ad,17,11,126.7587796
11750,175.3544671,1,Organic,27,20,67.86876101
11751,135.2363389,1,Organic,17,13,4.655596923
11752,242.9051286,1,Organic,16,13,145.7683142
11753,126.9227474,1,Organic,17,14,48.73052803
11754,215.8279995,1,Organic,12,23,57.52665882
11755,171.4416309,1,Referral,16,14,121.7680665
11756,219.7758936,1,Organic,14,8,107.8604715
11757,154.8249735,1,Referral,11,13,21.43855076
11758,190.0716794,1,Ad,17,25,35.58182886
11759,151.1773761,1,Ad,29,15,152.1256057
11760,248.387598,1,Referral,12,5,99.06496782
11761,432.5368592,1,Ad,7,2,111.8949191
11762,211.6304502,1,Ad,14,11,164.4230441
11763,204.3583028,1,Ad,12,19,89.30332555
11764,257.9648006,1,Ad,15,19,163.2530556
11765,148.3836001,1,Ad,15,11,139.8924681
11766,216.2360236,1,Organic,18,13,92.43540495
11767,207.01627,1,Referral,22,10,118.2875008
11768,162.2570113,1,Organic,34,28,107.3798745
11769,133.0361716,1,Referral,23,23,133.0984665
11770,342.9412976,1,Organic,13,5,143.2319909
11771,110.1589013,1,Referral,23,12,27.46968835
11772,195.3222111,1,Ad,17,16,49.41911578
11773,145.2135767,1,Ad,11,17,188.5169166
11774,192.86877,1,Organic,15,15,194.6669206
11775,193.6898754,1,Referral,12,10,90.04484124
11776,144.5440527,1,Organic,23,13,87.62058143
11777,172.4021749,1,Referral,21,19,112.8900246
11778,158.9534722,1,Organic,15,19,21.01871131
11779,161.6292015,1,Organic,19,18,27.55287789
11780,220.7813316,1,Referral,19,9,90.60082804
11781,299.3070949,1,Ad,14,8,49.39241571
11782,176.4442933,1,Referral,21,26,59.49667138
11783,191.5854659,1,Referral,25,15,128.2785668
11784,202.2773541,1,Organic,17,20,130.1766933
11785,213.3339835,1,Organic,18,16,151.3674332
11786,135.7673703,1,Organic,20,17,92.96491924
11787,197.2581041,1,Organic,28,17,131.9360509
11788,419.9185989,1,Ad,10,3,114.602022
11789,119.6044155,1,Ad,13,17,96.24121398
11790,307.4291491,1,Organic,6,2,83.03287003
11791,215.0714945,1,Referral,12,9,92.34867587
11792,317.8659735,1,Ad,38,32,119.8987051
11793,289.2447157,1,Organic,16,15,125.4352899
11794,212.7611546,1,Ad,34,38,164.4760976
11795,262.2070503,1,Organic,13,9,141.8591019
11796,141.1681287,1,Organic,10,11,27.55514294
11797,146.8463716,1,Referral,19,37,78.89660302
11798,0,1,Ad,41,38,33.64064823
11799,263.9290942,1,Organic,17,9,157.0380988
11800,228.8035784,1,Ad,11,6,64.68135996
11801,127.8441139,1,Ad,15,15,134.9649345
11802,470.7596559,1,Organic,9,4,203.7643842
11803,150.9180016,1,Ad,16,25,57.93599307
11804,195.2385596,1,Ad,11,14,72.21048659
11805,166.3333158,1,Ad,20,11,66.54331479
11806,223.1921925,1,Ad,12,11,108.5274937
11807,201.5742521,1,Organic,14,16,46.74348937
11808,138.5833839,1,Ad,13,16,73.79769774
11809,228.5235174,1,Ad,18,12,205.9885797
11810,174.2106164,1,Referral,24,21,102.7433185
11811,109.065548,1,Referral,16,15,110.2374535
11812,306.4654528,1,Organic,12,7,162.1928702
11813,309.0973561,1,Organic,15,4,113.9150139
11814,144.2212998,1,Organic,16,15,113.0109975
11815,212.0124924,1,Organic,24,22,108.2922108
11816,202.0466925,1,Ad,12,15,150.5629812
11817,299.6893778,1,Organic,11,8,94.18039817
11818,326.1344022,1,Referral,17,10,135.9351977
11819,450.2207283,1,Ad,9,3,171.9482438
11820,286.5422429,1,Referral,16,9,191.988173
11821,256.4221043,1,Organic,12,9,54.47178036
11822,196.4491362,1,Organic,14,20,151.9384737
11823,83.85287253,1,Ad,20,10,12.47413276
11824,361.1555513,1,Ad,16,8,137.6450844
11825,81.07074064,1,Organic,15,15,18.79780949
11826,302.4439606,1,Referral,8,9,50.45535074
11827,162.6372674,1,Ad,33,26,160.9115214
11828,333.057397,1,Organic,14,9,96.62515617
11829,117.3822299,1,Ad,16,12,106.2032066
11830,200.820842,1,Ad,11,5,62.42582569
11831,352.5061229,1,Ad,8,5,67.33053234
11832,448.4036934,1,Ad,8,3,102.9113225
11833,269.5229183,1,Referral,11,6,80.67331305
11834,88.18394765,1,Referral,21,10,84.4031168
11835,224.4099983,1,Ad,9,5,42.68654361
11836,173.4245109,1,Organic,13,16,72.02486062
11837,104.5767357,1,Ad,13,13,110.4051377
11838,210.2146075,1,Ad,14,14,154.1484865
11839,328.3009697,1,Organic,8,3,61.06826054
11840,198.0645775,1,Ad,19,16,199.5156773
11841,217.2398457,1,Ad,15,9,81.61027435
11842,104.3120585,1,Ad,20,16,58.77750035
11843,243.2447791,1,Ad,7,11,126.3576003
11844,165.7666283,1,Ad,18,27,65.78959635
11845,189.1840128,1,Organic,17,8,41.26166572
11846,142.3061128,1,Ad,11,9,65.13849643
11847,422.8685589,1,Organic,14,8,113.0107563
11848,219.7928823,1,Ad,19,12,65.01117491
11849,194.2756882,1,Ad,15,9,147.1200933
11850,175.9200735,1,Organic,17,17,47.58854971
11851,478.7306697,1,Organic,10,3,143.6753124
11852,111.957359,1,Organic,30,25,205.8453469
11853,137.5585521,1,Organic,16,16,118.9869297
11854,212.7634873,1,Ad,12,18,150.8595124
11855,277.8004572,1,Organic,9,6,74.9113647
11856,227.366142,1,Organic,19,13,49.67099618
11857,282.3045918,1,Ad,16,16,100.6410203
11858,205.8468092,1,Ad,9,7,88.44251685
11859,129.8382103,1,Ad,18,8,93.02285822
11860,224.6517231,1,Referral,6,12,122.2327045
11861,178.7912412,1,Ad,14,10,109.1383264
11862,189.8338489,1,Referral,11,12,38.20016816
11863,176.2175635,1,Referral,14,20,68.69761301
11864,197.0858008,1,Referral,17,16,146.5491553
11865,183.2748364,1,Ad,14,4,3.126165189
11866,197.2296459,1,Organic,24,11,68.11306043
11867,189.830231,1,Ad,11,10,99.16676632
11868,185.527536,1,Ad,18,10,174.239967
11869,78.01420442,1,Referral,21,22,112.330725
11870,247.0318564,1,Organic,32,15,109.5972333
11871,134.5298085,1,Organic,19,14,73.54250092
11872,202.2624318,1,Ad,14,13,194.7819041
11873,134.049374,1,Ad,19,24,50.77725228
11874,145.8137702,1,Organic,17,15,48.39753206
11875,300.246785,1,Referral,9,7,111.8469413
11876,285.1905842,1,Organic,19,6,182.014379
11877,203.7808896,1,Referral,27,18,31.633064
11878,358.2480873,1,Organic,16,12,64.27676228
11879,222.0567517,1,Ad,16,16,111.2902973
11880,142.763298,1,Organic,16,9,2.867479008
11881,165.193076,1,Referral,21,15,39.67412428
11882,406.6138366,1,Referral,12,5,179.2924817
11883,326.9679975,1,Ad,11,8,199.8608945
11884,88.91530957,1,Ad,19,24,77.86132
11885,262.6053429,1,Organic,17,9,105.4439215
11886,221.436583,1,Ad,21,27,72.85620864
11887,80.37391774,1,Ad,16,15,82.10560705
11888,91.57555913,1,Ad,17,12,89.15315941
11889,213.3638366,1,Ad,15,10,142.1327788
11890,154.4608744,1,Ad,22,29,71.78293251
11891,309.3525532,1,Ad,18,14,138.6105306
11892,196.0752192,1,Ad,18,17,120.2073534
11893,94.36166565,1,Organic,23,28,76.72353444
11894,391.4500554,1,Referral,16,7,207.9198327
11895,205.2266797,1,Ad,13,10,51.49628959
11896,218.066263,1,Organic,24,24,95.34921356
11897,284.8623494,1,Ad,20,7,115.7597198
11898,208.9680079,1,Organic,9,7,64.37887007
11899,172.6107503,1,Organic,18,11,95.40833532
11900,129.0855214,1,Referral,12,31,37.49162522
11901,144.2292451,1,Ad,14,17,106.7551465
11902,106.7696619,1,Organic,18,23,87.65840987
11903,236.7496594,1,Organic,14,13,121.6457155
11904,337.2407091,1,Organic,9,6,104.9880711
11905,267.1524313,1,Ad,16,16,89.61641234
11906,252.7791171,1,Organic,12,11,165.2088283
11907,148.5850005,1,Referral,14,10,107.4981152
11908,178.1714939,1,Referral,13,18,117.1393279
11909,291.2601993,1,Organic,14,12,146.2349344
11910,264.4135186,1,Referral,17,9,124.7525829
11911,168.6508202,1,Organic,17,14,51.59462345
11912,90.2660231,1,Ad,21,16,97.12097885
11913,225.5094182,1,Ad,18,14,93.41998135
11914,316.5458018,1,Organic,9,21,5.798835897
11915,299.6730183,1,Ad,12,5,98.044597
11916,98.15077069,1,Organic,26,22,145.00828
11917,253.3735389,1,Organic,20,9,189.3448284
11918,167.6920435,1,Ad,13,12,81.4824786
11919,487.2517918,1,Organic,7,2,119.766911
11920,157.7663595,1,Organic,8,16,106.0761731
11921,190.6352765,1,Referral,15,9,87.66531722
11922,249.9391465,1,Referral,9,11,139.6729157
11923,84.87978272,1,Ad,10,3,5.503806475
11924,141.0694042,1,Ad,29,24,87.91851717
11925,298.1802084,1,Organic,11,10,120.906699
11926,202.2690104,1,Ad,17,15,79.53601585
11927,196.6276149,1,Organic,19,22,201.6463347
11928,186.3706052,1,Ad,16,12,3.904737533
11929,288.9148708,1,Referral,20,22,137.8670388
11930,175.7053053,1,Referral,13,8,33.71059762
11931,345.1638283,1,Organic,13,11,35.72795916
11932,112.6841996,1,Ad,19,24,140.342191
11933,256.4003514,1,Ad,11,20,6.3896164
11934,107.9826899,1,Referral,24,23,54.30495037
11935,251.2922294,1,Organic,11,8,80.85425788
11936,367.9269739,1,Organic,13,19,120.9540886
11937,108.4292058,1,Ad,19,19,101.7799898
11938,134.9021648,1,Organic,12,17,45.83147602
11939,203.6835028,1,Ad,13,13,110.018771
11940,190.597448,1,Ad,10,15,171.0224458
11941,168.6752007,1,Ad,14,17,154.0729969
11942,230.1389972,1,Ad,7,10,128.0068699
11943,181.6714942,1,Organic,19,15,78.40371623
11944,154.3398901,1,Ad,21,16,83.44089282
11945,178.7823939,1,Referral,22,17,52.59248187
11946,187.6207353,1,Ad,19,19,162.669575
11947,276.626176,1,Organic,14,10,80.99508456
11948,144.3333986,1,Organic,17,23,91.71784203
11949,173.5075685,1,Ad,13,12,129.3903049
11950,402.4275303,1,Organic,22,6,49.71977611
11951,243.4065952,1,Referral,16,13,64.54479791
11952,143.7915052,1,Ad,15,18,153.6128381
11953,127.9354533,1,Ad,24,14,24.33444889
11954,268.9085938,1,Referral,7,6,123.9518271
11955,306.3048801,1,Ad,5,2,55.56001603
11956,182.1440013,1,Organic,21,22,138.0134375
11957,188.8047194,1,Ad,22,10,133.1014869
11958,243.5341644,1,Organic,10,7,144.5757115
11959,224.0479385,1,Ad,10,5,7.917586829
11960,182.6122486,1,Organic,14,37,97.67534182
11961,198.1725021,1,Referral,10,15,73.80962019
11962,112.334432,1,Organic,11,12,31.95884101
11963,161.9274052,1,Referral,16,7,27.37394501
11964,220.5911211,1,Referral,10,6,109.2277861
11965,116.5169365,1,Organic,16,10,58.02766511
11966,166.8184169,1,Referral,7,11,124.9399593
11967,302.0402678,1,Organic,9,2,77.20093172
11968,399.4485864,1,Ad,9,4,165.0035245
11969,225.3218694,1,Organic,18,19,70.3610042
11970,171.3568201,1,Ad,19,20,157.1098441
11971,257.6730747,1,Organic,21,13,23.86962441
11972,290.6498465,1,Referral,20,15,121.6789178
11973,202.4973184,1,Organic,22,11,48.44834391
11974,267.1450056,1,Referral,13,11,156.8972018
11975,455.8441631,1,Organic,10,3,134.9512026
11976,131.3384888,1,Referral,21,26,58.91702949
11977,244.4481311,1,Referral,13,10,122.4964003
11978,332.9075773,1,Organic,12,9,81.36340367
11979,151.2206522,1,Ad,17,18,43.03242699
11980,162.5376821,1,Referral,18,8,21.31975293
11981,175.4164246,1,Organic,13,9,125.3202981
11982,219.6601325,1,Ad,16,14,103.2876527
11983,317.1881675,1,Ad,16,15,103.9603896
11984,338.0651923,1,Ad,12,2,56.18427363
11985,392.7680023,1,Referral,14,24,70.67594128
11986,138.5680978,1,Organic,14,11,28.70065447
11987,207.2140199,1,Referral,12,9,30.42675196
11988,168.2717404,1,Organic,11,12,47.42430488
11989,237.8692036,1,Ad,21,30,150.5330828
11990,130.6941952,1,Ad,21,22,43.76033414
11991,195.9291208,1,Ad,9,17,108.5928717
11992,304.1614279,1,Ad,12,19,193.928919
11993,220.2224545,1,Organic,9,7,60.673683
11994,141.1803442,1,Organic,16,12,93.68285786
11995,309.1880464,1,Organic,13,12,149.0215227
11996,149.8831442,1,Organic,15,10,123.4781428
11997,170.9923227,1,Organic,19,22,85.0250387
11998,65.69313425,1,Referral,13,21,59.24488626
11999,164.6826002,1,Ad,15,20,69.41357241
12000,166.323218,1,Organic,20,17,195.5162722
12001,138.5613505,1,Ad,23,27,20.88904876
12002,244.2899389,1,Ad,21,16,109.6340094
12003,169.1091558,1,Organic,14,17,39.23065824
12004,392.5444255,1,Organic,8,7,140.8487949
12005,208.3663641,1,Ad,14,6,88.0505709
12006,422.1335243,1,Organic,11,3,129.6608701
12007,220.651474,1,Organic,19,6,16.16923907
12008,118.6004031,1,Ad,21,6,41.87240717
12009,313.0108645,1,Organic,9,13,131.1395413
12010,243.9510825,1,Ad,24,12,203.891474
12011,288.4904148,1,Ad,10,6,87.49011358
12012,281.3962331,1,Referral,13,7,166.5070112
12013,346.6002616,1,Referral,11,4,149.2042315
12014,98.00413357,1,Ad,14,17,45.54695663
12015,322.8089644,1,Ad,13,9,116.214954
12016,226.2901873,1,Ad,14,14,81.87826696
12017,139.0980451,1,Ad,12,5,22.46018616
12018,232.1436279,1,Organic,14,5,109.8722426
12019,234.0687916,1,Organic,16,15,110.7367329
12020,175.5398959,1,Ad,14,11,94.2377412
12021,198.8073883,1,Referral,15,11,102.5747214
12022,228.8142247,1,Referral,13,14,40.85741135
12023,187.7496411,1,Referral,23,29,134.4961309
12024,157.3297682,1,Ad,20,12,62.95451986
12025,105.2938387,1,Ad,15,21,162.9239969
12026,136.8768633,1,Referral,20,18,114.7543228
12027,183.7632145,1,Ad,20,10,126.6644809
12028,178.4188564,1,Ad,29,14,184.4825119
12029,211.0559418,1,Organic,16,14,155.7742855
12030,193.1427309,1,Ad,17,26,202.7048102
12031,330.7440601,1,Organic,8,15,167.1269117
12032,182.3146751,1,Organic,12,7,51.27955372
12033,195.5706619,1,Ad,15,13,40.87776161
12034,174.989902,1,Organic,17,19,86.90536169
12035,175.0462431,1,Ad,31,28,164.0354336
12036,260.4038286,1,Ad,33,35,70.28314021
12037,177.5872725,1,Ad,22,22,74.4737252
12038,184.6964621,1,Ad,19,20,188.6874012
12039,119.1336655,1,Ad,16,20,70.60184962
12040,230.6351039,1,Organic,12,13,111.5862097
12041,279.8292099,1,Organic,13,11,80.40803147
12042,163.349725,1,Organic,12,7,30.62607983
