id,male,age,marital,education,balance,housing,treatment,donation
32507,1,59,single,secondary,179,no,0,326.5
32508,0,59,married,secondary,345,yes,0,295
32509,0,47,married,tertiary,295,yes,1,301.1
32510,1,36,divorced,tertiary,608,yes,1,248.2
32511,0,53,married,primary,3316,no,0,237.7
32512,0,33,single,secondary,5739,yes,1,252.3
32513,1,26,single,secondary,668,yes,0,190
32514,0,37,married,primary,378,yes,0,231.3
32515,1,51,married,primary,1466,yes,1,346.3
32516,0,52,married,secondary,-888,no,0,262.4
32517,1,49,divorced,tertiary,0,no,0,279.6
32518,1,34,married,secondary,1641,yes,0,178.4
32519,1,31,married,secondary,0,yes,1,246.5
32520,1,58,divorced,unknown,937,no,0,284.5
32521,1,60,married,primary,1060,yes,0,311.4
32522,1,33,married,secondary,467,no,1,252.1
32523,1,51,married,unknown,1634,no,1,314.9
32524,0,48,divorced,secondary,-535,yes,0,248.5
32525,1,28,married,primary,2788,yes,1,246.8
32526,0,29,single,tertiary,1445,no,1,228.7
32527,1,39,married,secondary,-540,yes,0,242.7
32528,0,50,married,primary,4108,yes,0,283.1
32529,0,45,divorced,secondary,-179,yes,1,233.3
32530,0,33,married,secondary,-333,yes,1,228.5
32531,0,48,married,primary,574,no,1,298.6
32532,0,30,married,secondary,1743,yes,1,235.3
32533,0,48,married,unknown,2443,yes,1,265.3
32534,0,36,married,tertiary,925,no,1,263.7
32535,0,57,married,primary,93,yes,1,303.1
32536,0,40,married,tertiary,-1212,yes,1,272.5
32537,0,26,single,secondary,565,yes,0,159.9
32538,1,32,married,secondary,4,yes,1,309.9
32539,0,31,married,tertiary,5191,no,1,239.6
32540,0,43,divorced,tertiary,38,yes,0,208.4
32541,0,45,married,secondary,999,yes,1,260
32542,1,32,single,secondary,6402,yes,1,255
32543,0,33,married,tertiary,273,yes,0,188.3
32544,0,46,married,tertiary,46,no,0,252.4
32545,0,33,divorced,secondary,106,no,1,228.3
32546,0,37,married,primary,11,no,1,211.6
32547,1,53,divorced,unknown,7702,yes,0,291.2
32548,0,44,married,primary,2657,yes,0,222.2
32549,1,43,single,unknown,3485,no,0,265.5
32550,1,26,single,tertiary,294,no,0,171.9
32551,0,39,married,secondary,501,yes,1,252.2
32552,1,36,married,tertiary,27359,yes,1,254.9
32553,1,58,married,tertiary,9676,no,1,334.9
32554,0,31,single,tertiary,2197,yes,1,213
32555,0,52,divorced,primary,653,yes,0,238.9
32556,1,32,single,unknown,-6,no,1,239.7
32557,1,39,married,secondary,293,yes,1,293.3
32558,0,50,divorced,secondary,-54,no,0,246.9
32559,0,34,divorced,secondary,991,yes,0,281.9
32560,0,26,single,secondary,209,no,0,171.2
32561,0,35,divorced,tertiary,594,no,0,224.2
32562,1,52,married,unknown,1339,no,1,289
32563,0,44,married,tertiary,1424,yes,0,249.1
32564,0,56,married,primary,551,yes,1,304.3
32565,1,28,married,secondary,232,yes,0,239.6
32566,0,51,married,tertiary,3921,yes,0,232.6
32567,0,36,married,secondary,998,yes,1,222
32568,1,37,married,tertiary,5106,no,0,188.2
32569,0,31,married,secondary,0,yes,1,210.9
32570,1,44,married,secondary,304,yes,1,285.5
32571,1,27,single,secondary,619,yes,0,180.9
32572,1,42,married,secondary,-105,yes,1,276.1
32573,1,42,married,secondary,130,yes,0,251
32574,1,41,married,primary,-516,no,1,285.6
32575,0,33,single,secondary,8004,yes,0,167.1
32576,1,51,married,secondary,2967,no,1,327.1
32577,1,35,divorced,primary,636,no,0,196.6
32578,1,41,married,primary,849,no,1,288
32579,0,66,single,primary,279,no,1,337.1
32580,0,51,married,secondary,1490,yes,0,220.8
32581,0,59,married,secondary,2308,no,1,330.9
32582,1,38,single,tertiary,0,yes,0,211.5
32583,0,44,married,primary,3706,yes,0,223.2
32584,1,50,married,primary,0,no,1,314
32585,1,49,divorced,secondary,66,no,1,354.4
32586,1,41,married,secondary,0,yes,1,319.4
32587,1,41,married,secondary,64,yes,0,221.2
32588,0,50,married,secondary,2320,yes,0,218.3
32589,0,48,married,secondary,149,yes,0,256.9
32590,1,40,married,primary,-335,yes,1,304.6
32591,0,26,married,secondary,0,yes,1,196.4
32592,1,36,married,tertiary,9269,yes,0,207.7
32593,0,33,single,tertiary,61,no,0,178.3
32594,0,46,single,tertiary,2154,yes,0,260.8
32595,1,50,married,secondary,1130,no,0,269.8
32596,0,34,married,tertiary,69,no,0,228.4
32597,1,31,single,secondary,775,no,1,281.9
32598,1,53,married,secondary,719,yes,1,320.2
32599,0,60,single,tertiary,27,no,0,247.9
32600,0,44,divorced,secondary,432,yes,1,239.4
32601,1,32,single,secondary,0,no,0,195.3
32602,0,34,married,tertiary,1557,yes,1,265.2
32603,0,42,single,secondary,382,yes,0,195.9
32604,1,49,single,tertiary,323,yes,1,320.7
32605,0,43,married,secondary,-932,yes,1,270
32606,0,40,divorced,secondary,902,no,0,208.5
32607,1,60,married,primary,0,yes,1,330.8
32608,1,53,single,secondary,2231,yes,0,262.8
32609,0,47,married,secondary,405,yes,1,282.5
32610,1,48,married,primary,668,no,1,290.2
32611,1,37,married,secondary,346,yes,0,240.8
32612,0,32,single,tertiary,2629,no,0,211.4
32613,0,40,married,unknown,88,no,1,279.3
32614,1,55,married,secondary,2749,yes,0,300.1
32615,1,55,married,secondary,471,no,1,337.4
32616,0,31,single,tertiary,62,no,1,219.5
32617,1,35,married,secondary,181,yes,0,206.8
32618,0,36,married,secondary,-35,no,1,270.7
32619,0,30,single,secondary,239,no,1,232.1
32620,1,56,married,secondary,345,no,1,344
32621,0,26,single,tertiary,170,no,0,177.8
32622,1,29,married,secondary,11417,yes,0,191.8
32623,1,30,single,secondary,6900,yes,1,258.5
32624,1,58,married,secondary,610,no,1,343.1
32625,0,26,single,tertiary,81,no,1,192.3
32626,1,45,married,secondary,586,no,0,271.5
32627,1,46,married,tertiary,1410,no,0,225.9
32628,1,30,married,secondary,946,yes,1,256.1
32629,1,34,divorced,unknown,-701,yes,1,250
32630,1,48,married,unknown,428,yes,1,336.5
32631,1,30,married,secondary,699,yes,0,199.8
32632,0,34,single,secondary,846,yes,0,198.9
32633,0,54,married,unknown,2,no,1,268.9
32634,1,36,single,secondary,475,yes,1,294.7
32635,0,36,married,secondary,-148,yes,1,230.2
32636,0,40,married,secondary,93,yes,1,233.1
32637,1,32,single,tertiary,537,no,1,247.3
32638,0,39,married,secondary,0,yes,0,226.3
32639,1,49,married,unknown,1235,yes,0,256.5
32640,1,47,single,secondary,1996,yes,1,289.6
32641,1,40,married,primary,2077,yes,1,264
32642,0,26,single,tertiary,75,no,0,165.5
32643,1,57,single,secondary,0,no,1,310.8
32644,1,58,married,primary,4015,no,1,326.8
32645,1,73,divorced,primary,680,no,1,406.9
32646,0,46,married,secondary,2420,yes,1,268.9
32647,0,38,married,tertiary,2812,no,1,302.7
32648,1,42,single,tertiary,0,yes,1,284.4
32649,1,44,married,secondary,316,yes,1,288.7
32650,0,36,married,secondary,470,yes,1,264.4
32651,1,37,single,secondary,20453,yes,0,206.8
32652,1,39,married,primary,1046,yes,1,267.9
32653,0,35,divorced,tertiary,-386,yes,0,199.4
32654,0,44,single,secondary,-101,yes,0,221.4
32655,0,35,single,secondary,1063,yes,0,246.5
32656,0,57,single,unknown,887,no,0,287.6
32657,1,48,divorced,secondary,198,no,1,281.9
32658,1,32,married,secondary,687,yes,1,284.8
32659,0,46,married,tertiary,273,yes,0,222
32660,0,48,married,tertiary,279,yes,1,277.5
32661,1,27,single,secondary,-195,yes,0,217.9
32662,0,29,single,tertiary,3357,no,1,238.7
32663,0,27,single,secondary,468,yes,1,238.7
32664,0,30,single,tertiary,699,yes,1,220.8
32665,1,46,married,secondary,519,yes,1,285.2
32666,0,41,married,tertiary,2885,yes,0,234.1
32667,0,31,single,secondary,433,yes,0,178.9
32668,1,81,married,secondary,425,no,1,398.6
32669,1,37,married,secondary,658,no,0,248.2
32670,1,53,divorced,secondary,4554,yes,1,313.3
32671,1,27,single,secondary,619,yes,1,290.7
32672,0,30,married,secondary,-559,yes,0,186.9
32673,1,43,single,secondary,24,yes,1,292.3
32674,1,46,divorced,tertiary,743,no,1,339.5
32675,0,78,single,secondary,0,no,0,342
32676,0,31,single,secondary,223,no,0,172
32677,0,27,single,tertiary,3196,yes,0,198.9
32678,1,39,married,tertiary,-276,yes,1,279
32679,1,36,married,tertiary,605,yes,1,263.4
32680,0,50,married,tertiary,-94,yes,0,251.4
32681,0,35,married,tertiary,2682,no,0,191.1
32682,1,27,single,secondary,266,no,1,220.1
32683,1,35,married,tertiary,4286,yes,1,258.6
32684,1,35,married,secondary,94,yes,0,244.7
32685,1,52,married,tertiary,1339,no,1,306.1
32686,0,41,married,tertiary,1666,no,0,228.5
32687,1,39,married,tertiary,1047,no,1,306.5
32688,0,59,married,tertiary,1585,yes,1,306.2
32689,0,49,married,secondary,1091,yes,0,252.2
32690,0,33,divorced,primary,991,no,0,212.4
32691,0,45,married,secondary,4022,yes,1,261.1
32692,1,41,married,secondary,171,yes,1,268.3
32693,0,59,single,secondary,5706,yes,0,274
32694,0,45,married,primary,97,yes,1,268.5
32695,1,28,single,secondary,330,no,0,182.2
32696,0,34,divorced,primary,44,yes,0,175.9
32697,1,55,married,unknown,937,no,1,336.2
32698,0,35,divorced,unknown,883,yes,0,184.1
32699,1,35,single,tertiary,2486,no,1,236.5
32700,1,35,single,tertiary,2288,no,1,240.4
32701,1,28,married,tertiary,543,yes,0,226.5
32702,1,38,divorced,tertiary,3355,no,0,261.7
32703,1,42,married,primary,1322,no,0,254.8
32704,1,34,married,secondary,475,yes,1,244
32705,1,55,married,secondary,0,no,1,333.3
32706,1,25,single,tertiary,10788,no,1,241.2
32707,1,56,divorced,secondary,1613,no,0,288.5
32708,1,46,married,unknown,242,yes,1,281.3
32709,1,41,divorced,tertiary,1871,no,1,255.7
32710,0,48,married,primary,5173,no,1,262.5
32711,1,37,single,tertiary,509,no,1,290.7
32712,0,46,married,primary,214,no,0,233.5
32713,1,31,single,secondary,0,yes,0,175.8
32714,1,28,single,secondary,1453,no,1,223.6
32715,0,45,married,tertiary,6945,yes,0,263.2
32716,0,32,married,secondary,167,yes,0,205.3
32717,1,32,married,secondary,0,yes,1,270.6
32718,1,36,married,secondary,63,yes,0,214.4
32719,1,55,married,primary,16,no,1,314.7
32720,0,34,single,secondary,105,yes,1,225.3
32721,1,36,married,secondary,1981,yes,1,266.8
32722,1,40,married,tertiary,0,no,1,297.1
32723,0,36,single,tertiary,1531,no,0,216.9
32724,1,45,married,secondary,-149,yes,1,336.1
32725,1,49,single,secondary,2465,no,1,291.5
32726,0,55,married,secondary,602,no,0,253.4
32727,1,39,married,secondary,130,no,1,295.4
32728,1,34,married,secondary,393,no,0,226.7
32729,1,33,married,secondary,90,yes,1,262.3
32730,0,41,single,secondary,231,yes,0,231.5
32731,1,32,single,secondary,0,yes,1,278.5
32732,0,34,single,secondary,3723,yes,0,211
32733,1,45,married,primary,-249,yes,1,264.6
32734,1,72,married,unknown,747,no,1,397.6
32735,0,47,married,secondary,1230,yes,1,279.6
32736,0,48,married,tertiary,377,yes,0,266.1
32737,0,25,single,secondary,3217,no,0,174.1
32738,0,30,married,secondary,-28,yes,1,201.3
32739,0,33,married,tertiary,595,no,1,235
32740,0,29,married,secondary,912,yes,1,255.1
32741,0,50,married,tertiary,1200,no,1,318.8
32742,1,31,married,secondary,24,yes,1,240.4
32743,0,47,married,secondary,1230,yes,0,274.1
32744,1,34,divorced,secondary,474,no,1,212.1
32745,0,37,single,unknown,391,yes,1,220.5
32746,0,39,married,tertiary,2644,no,0,251.3
32747,0,38,married,secondary,226,yes,0,187.2
32748,0,43,single,tertiary,0,no,0,220.5
32749,1,59,married,unknown,1033,no,1,380.1
32750,1,39,married,secondary,130,yes,1,278.5
32751,1,40,single,secondary,1670,no,1,263.5
32752,1,31,married,primary,0,yes,1,245.5
32753,0,46,married,secondary,5,no,1,291.4
32754,0,30,married,secondary,124,yes,1,202.9
32755,0,24,single,secondary,508,yes,1,197.5
32756,0,54,married,primary,3859,no,0,266.2
32757,0,56,married,secondary,16873,yes,1,326.4
32758,0,28,divorced,tertiary,594,no,0,197.2
32759,0,32,married,tertiary,2431,no,0,192.3
32760,0,37,single,secondary,654,no,0,242.8
32761,1,27,married,tertiary,2855,no,1,224.7
32762,1,41,married,secondary,343,no,1,274.3
32763,0,35,divorced,secondary,39,yes,0,176.1
32764,0,52,married,primary,230,yes,1,281.1
32765,1,30,single,tertiary,-477,yes,1,232.5
32766,1,42,married,secondary,3165,yes,0,245.3
32767,0,41,married,primary,0,yes,0,206.6
32768,1,48,married,secondary,197,no,0,277.1
32769,1,30,married,secondary,0,no,1,266.9
32770,1,60,married,primary,71,yes,1,359.1
32771,0,37,divorced,unknown,369,yes,0,221
32772,0,40,married,secondary,93,no,1,230.2
32773,1,38,married,tertiary,12877,no,1,300.6
32774,0,34,married,secondary,4,yes,1,253
32775,1,27,married,primary,0,yes,1,212.7
32776,1,29,married,tertiary,2855,no,1,254.3
32777,1,42,single,tertiary,484,yes,1,323
32778,0,33,married,secondary,2727,no,0,182.4
32779,1,28,single,secondary,618,yes,0,184.1
32780,0,35,married,tertiary,0,yes,1,240.2
32781,0,33,married,secondary,-204,yes,0,198.8
32782,0,26,single,unknown,75,no,0,171.6
32783,1,50,single,tertiary,3463,no,1,350.2
32784,0,32,married,secondary,167,yes,0,212.1
32785,1,30,single,tertiary,1372,yes,1,225.4
32786,0,30,single,secondary,445,no,0,205.5
32787,0,52,single,tertiary,2227,yes,0,226.8
32788,1,46,divorced,tertiary,25,yes,0,281.6
32789,0,26,single,secondary,1700,no,0,164.1
32790,1,45,married,tertiary,5450,no,1,265.5
32791,1,42,married,secondary,439,yes,1,283.4
32792,0,29,married,secondary,0,yes,1,211
32793,1,34,single,tertiary,84,yes,1,237.9
32794,0,49,married,secondary,579,yes,1,296.7
32795,0,32,married,secondary,286,yes,0,216.4
32796,0,48,married,secondary,157,yes,1,299.1
32797,1,47,married,tertiary,6637,no,1,325.7
32798,1,57,married,secondary,374,yes,0,297.3
32799,0,31,married,tertiary,309,yes,1,228.6
32800,1,37,married,secondary,395,yes,0,257
32801,1,22,single,secondary,9216,no,1,243.9
32802,1,49,divorced,secondary,164,yes,1,293.8
32803,1,54,married,secondary,1139,yes,0,276.4
32804,1,42,married,unknown,-715,yes,1,281.5
32805,0,36,married,secondary,465,yes,1,255.6
32806,1,41,married,secondary,171,no,1,304.4
32807,0,45,married,secondary,999,yes,1,268.9
32808,1,53,married,primary,1034,yes,1,334.9
32809,0,47,married,primary,201,yes,1,285.6
32810,0,32,married,secondary,132,no,0,190.6
32811,0,28,single,tertiary,2269,yes,1,201
32812,0,33,married,secondary,181,yes,0,249.1
32813,0,27,single,tertiary,3196,yes,1,195.5
32814,1,45,married,tertiary,5450,no,0,235.6
32815,1,31,single,unknown,-120,yes,0,221.7
32816,0,30,married,secondary,518,yes,1,194.2
32817,0,34,divorced,secondary,0,yes,1,249.2
32818,0,45,married,secondary,784,yes,0,250.8
32819,0,70,single,secondary,921,no,0,364.3
32820,0,28,single,secondary,-427,yes,1,184.5
32821,0,46,divorced,primary,1712,no,1,301.8
32822,0,31,married,secondary,3,yes,0,232.1
32823,0,39,married,tertiary,2,yes,0,188.4
32824,1,31,married,primary,-336,no,0,225
32825,0,30,single,secondary,185,no,0,184.9
32826,0,32,single,secondary,48,no,1,263.2
32827,0,43,divorced,tertiary,497,no,1,261
32828,0,42,married,primary,0,yes,1,269
32829,1,59,single,secondary,0,no,1,362.9
32830,1,28,single,secondary,2685,no,1,278.1
32831,0,38,married,secondary,0,no,1,264.8
32832,0,37,married,secondary,0,no,1,271.4
32833,1,47,married,secondary,5306,yes,1,333.6
32834,1,47,divorced,secondary,66,no,0,276.2
32835,0,41,married,secondary,4900,yes,0,235.5
32836,0,26,single,secondary,455,no,1,219.9
32837,1,28,single,secondary,330,yes,1,218.7
32838,0,25,single,secondary,-350,yes,1,204
32839,0,31,married,tertiary,4148,yes,0,199.5
32840,0,49,divorced,tertiary,0,no,0,240.6
32841,1,44,married,tertiary,2734,no,1,317.9
32842,0,51,married,secondary,2237,yes,0,265.4
32843,0,35,married,tertiary,0,no,0,225.1
32844,0,26,single,secondary,2610,yes,0,186.1
32845,1,39,married,tertiary,278,no,1,302.1
32846,1,31,married,secondary,1660,yes,1,277.3
32847,1,48,married,secondary,112,no,1,311.8
32848,1,48,divorced,primary,1598,no,0,272.8
32849,1,32,divorced,secondary,0,yes,1,273.5
32850,0,54,married,tertiary,3,no,0,274.4
32851,0,48,married,primary,607,no,0,242.4
32852,1,44,divorced,secondary,1989,yes,1,315
32853,0,55,married,primary,1086,yes,1,301.8
32854,1,55,married,unknown,386,no,1,286.4
32855,0,30,single,secondary,20,no,0,152.9
32856,1,33,married,tertiary,296,no,1,257.7
32857,0,41,married,tertiary,1287,no,1,272.2
32858,0,53,married,unknown,12,yes,1,302.4
32859,0,49,married,secondary,823,no,1,304.1
32860,1,53,married,unknown,3177,no,1,293.4
32861,1,36,married,tertiary,23,no,0,239.6
32862,0,43,single,secondary,11269,no,0,233.2
32863,0,39,married,tertiary,691,no,1,238.9
32864,0,32,single,tertiary,930,no,0,184.5
32865,1,33,single,secondary,647,yes,0,191.5
32866,1,62,married,primary,5,no,1,366.9
32867,1,58,married,tertiary,2013,no,1,366.8
32868,1,50,married,unknown,19447,no,1,295.2
32869,1,47,married,secondary,1233,yes,1,280.8
32870,0,45,married,tertiary,2087,no,1,265.1
32871,0,36,divorced,tertiary,3,yes,1,262.8
32872,0,20,married,secondary,302,no,0,145
32873,0,36,single,secondary,47,no,0,186.3
32874,0,47,married,secondary,405,yes,1,287.7
32875,0,29,single,secondary,-287,yes,0,128.8
32876,1,40,single,tertiary,0,no,1,284.2
32877,0,36,divorced,secondary,2843,no,0,228.4
32878,0,41,married,secondary,353,no,0,207.5
32879,0,35,single,secondary,2116,yes,1,239
32880,0,33,married,secondary,181,yes,0,193.2
32881,1,54,married,primary,1691,no,1,321.5
32882,0,48,married,secondary,1143,yes,0,261.7
32883,1,49,married,secondary,321,no,1,286.7
32884,0,35,single,primary,26965,no,0,228.5
32885,1,31,married,secondary,0,yes,1,243.6
32886,1,34,married,secondary,393,yes,1,245.8
32887,0,38,single,tertiary,16957,yes,0,256.7
32888,0,29,single,tertiary,19,no,0,172.3
32889,1,26,single,secondary,-147,no,0,189.1
32890,0,31,divorced,secondary,459,yes,1,220.4
32891,1,46,married,secondary,410,yes,0,224.2
32892,0,38,married,primary,2569,yes,0,177.7
32893,0,42,single,tertiary,308,no,0,207.9
32894,1,55,married,unknown,3534,no,1,297.2
32895,1,36,single,secondary,101,yes,1,263.1
32896,1,34,divorced,secondary,0,no,1,219.4
32897,0,38,divorced,secondary,0,no,0,246.9
32898,1,50,married,secondary,887,no,1,302.8
32899,0,60,married,secondary,2552,no,1,299.2
32900,0,34,married,tertiary,436,no,0,159.9
32901,1,36,married,secondary,1746,yes,1,297.8
32902,0,75,married,primary,229,no,1,391.5
32903,1,55,married,tertiary,1983,yes,1,347.7
32904,0,57,married,tertiary,1602,yes,0,275.1
32905,1,60,married,tertiary,725,no,1,345.4
32906,0,37,married,primary,190,no,1,263.9
32907,0,45,single,tertiary,2048,no,1,286.3
32908,0,47,single,tertiary,151,yes,0,245.7
32909,0,36,married,tertiary,1327,no,0,223.1
32910,0,35,single,secondary,1732,yes,1,248.7
32911,0,25,married,tertiary,-230,yes,1,249
32912,1,41,married,secondary,-217,yes,1,260.2
32913,0,33,married,secondary,-204,yes,1,239.1
32914,0,50,married,primary,1260,yes,0,234.6
32915,0,52,divorced,secondary,-905,yes,0,241.6
32916,1,56,married,tertiary,318,yes,1,348.6
32917,1,36,married,primary,1925,yes,1,290.5
32918,1,48,married,secondary,5,no,1,306.1
32919,0,47,married,secondary,3676,no,1,303.7
32920,0,33,divorced,secondary,-18,yes,1,258.4
32921,0,32,single,tertiary,1831,yes,0,180.7
32922,0,34,married,secondary,-315,yes,0,230.1
32923,1,40,married,primary,2077,yes,1,266.5
32924,0,31,married,secondary,-498,yes,1,202.9
32925,0,38,married,primary,3419,yes,0,224.8
32926,1,42,married,secondary,214,no,0,230.1
32927,0,33,married,tertiary,75,yes,1,210.2
32928,0,35,divorced,tertiary,1,yes,0,192
32929,0,39,single,secondary,109,yes,0,206
32930,0,38,married,secondary,279,yes,1,231.4
32931,0,38,married,tertiary,7124,yes,0,191.4
32932,0,52,married,secondary,381,no,0,246.5
32933,0,34,married,tertiary,415,no,1,249
32934,1,43,married,secondary,667,yes,0,258.1
32935,1,37,married,primary,689,no,1,214.8
32936,0,37,married,secondary,11303,no,0,206.7
32937,1,46,married,secondary,22,no,0,253.7
32938,1,42,divorced,primary,92,yes,1,276.4
32939,0,51,single,tertiary,-3,no,1,277
32940,1,32,married,tertiary,396,yes,0,225.2
32941,1,27,married,secondary,7,yes,1,237.8
32942,0,54,married,primary,0,yes,0,252.3
32943,1,50,married,secondary,372,yes,1,317
32944,0,34,married,tertiary,544,yes,0,239
32945,1,37,divorced,secondary,33,yes,0,236.4
32946,1,39,married,secondary,293,yes,0,238.7
32947,0,32,single,tertiary,336,no,1,246.1
32948,0,49,single,primary,2146,no,0,226.6
32949,0,24,married,primary,-220,no,1,221.8
32950,0,44,married,secondary,878,yes,0,213.3
32951,1,25,single,secondary,119,yes,1,224.8
32952,0,58,married,secondary,139,no,1,260.1
32953,0,39,single,secondary,109,yes,0,257.5
32954,1,36,single,tertiary,1830,no,1,258.5
32955,1,48,single,unknown,150,no,1,280.2
32956,1,25,single,tertiary,343,no,0,174.4
32957,0,46,married,unknown,0,no,0,242.2
32958,1,47,single,secondary,826,yes,0,295.2
32959,0,44,married,secondary,-665,yes,0,255.8
32960,1,47,divorced,secondary,1279,yes,0,289.4
32961,1,39,married,secondary,994,yes,0,248.3
32962,1,58,married,tertiary,9676,yes,1,359.6
32963,1,55,married,tertiary,197,no,1,305.6
32964,1,23,single,secondary,5,no,1,222.4
32965,1,28,single,tertiary,442,no,1,239.6
32966,0,41,single,secondary,400,yes,1,246.2
32967,0,33,divorced,tertiary,874,yes,0,193.3
32968,0,53,divorced,primary,653,yes,0,254.7
32969,0,48,married,primary,750,no,1,276.1
32970,1,28,single,secondary,28,no,0,192.8
32971,1,39,married,primary,800,yes,1,277.2
32972,0,45,married,secondary,4022,no,1,243.4
32973,1,37,married,secondary,1314,yes,1,235.4
32974,0,41,married,primary,39,yes,1,236.5
32975,0,47,married,primary,145,yes,1,289.5
32976,1,36,divorced,secondary,308,yes,1,266.6
32977,1,51,married,tertiary,2007,yes,1,289.2
32978,0,48,married,tertiary,0,no,0,229.5
32979,0,58,married,primary,565,no,1,330.5
32980,1,53,married,primary,4086,no,0,273.3
32981,1,44,married,secondary,438,no,0,243.4
32982,0,40,married,tertiary,89,no,1,265.7
32983,1,53,single,secondary,459,yes,1,302.8
32984,1,87,married,primary,639,no,1,428.6
32985,0,34,married,tertiary,37,no,1,215.6
32986,1,32,single,secondary,116,yes,0,225.4
32987,1,32,married,secondary,2693,yes,1,248.6
32988,0,27,single,secondary,3638,no,0,164.1
32989,1,36,single,secondary,168,yes,0,241.4
32990,0,37,married,secondary,430,yes,1,273
32991,0,43,divorced,tertiary,0,no,0,173.9
32992,0,54,married,secondary,-630,yes,0,269.9
32993,1,41,single,secondary,764,yes,1,269.3
32994,1,32,married,secondary,-33,yes,0,188.5
32995,1,37,married,unknown,1699,yes,1,292.5
32996,0,34,married,secondary,857,yes,0,218.3
32997,1,59,divorced,tertiary,7813,yes,0,326.1
32998,0,35,married,secondary,128,yes,1,229.4
32999,1,39,married,primary,7685,yes,1,251.5
33000,0,48,single,secondary,-11,yes,1,253.2
33001,0,47,married,tertiary,295,yes,1,258.2
33002,1,32,single,secondary,0,no,1,274.5
33003,1,25,single,secondary,331,no,1,236
33004,0,31,married,secondary,1545,yes,1,197.8
33005,1,31,single,tertiary,438,no,1,212.9
33006,0,60,married,primary,362,no,0,253.8
33007,0,70,married,secondary,2815,no,1,403.2
33008,1,43,married,tertiary,58,no,0,239.7
33009,0,46,married,primary,201,yes,0,202.4
33010,1,32,married,secondary,150,yes,0,237.6
33011,0,47,divorced,tertiary,447,no,0,253.8
33012,1,32,divorced,secondary,1097,yes,1,274.2
33013,1,53,divorced,secondary,0,no,0,265.6
33014,0,49,single,tertiary,153,no,1,295
33015,1,30,single,tertiary,329,yes,1,267.3
33016,1,37,married,secondary,132,no,0,177.7
33017,1,36,married,secondary,198,yes,0,219.7
33018,1,37,married,primary,6969,yes,1,274
33019,0,58,divorced,secondary,879,no,0,290.4
33020,1,55,married,secondary,557,yes,1,332.2
33021,1,31,married,secondary,660,yes,1,277.9
33022,1,40,married,secondary,1270,no,1,257.2
33023,0,60,married,primary,493,no,0,289.3
33024,1,48,divorced,secondary,1598,yes,1,345.2
33025,1,50,married,secondary,810,yes,1,299.1
33026,1,39,single,secondary,36,no,0,251.6
33027,0,52,married,secondary,2087,no,1,266.5
33028,0,36,divorced,secondary,-308,no,1,261.8
33029,0,32,single,secondary,45,no,1,229.3
33030,1,39,divorced,tertiary,502,no,0,270.1
33031,1,57,married,secondary,374,no,1,325.8
33032,1,41,married,secondary,-217,yes,1,253.7
33033,0,42,divorced,secondary,1413,yes,0,238.7
33034,1,33,divorced,secondary,0,no,0,219
33035,0,26,married,secondary,245,yes,0,174.5
33036,0,37,married,tertiary,6968,no,0,210.5
33037,1,36,single,tertiary,40,no,1,248.5
33038,0,59,married,secondary,319,no,0,307.6
33039,0,77,married,secondary,0,no,0,322.7
33040,0,37,single,tertiary,0,no,1,237.4
33041,0,53,married,secondary,-626,yes,1,316.4
33042,0,41,married,secondary,0,no,0,234.8
33043,1,36,married,primary,973,yes,0,207.2
33044,1,39,single,tertiary,2600,no,1,254.7
33045,0,36,married,tertiary,60,no,1,222.2
33046,1,45,married,tertiary,16,no,1,309.3
33047,1,42,married,tertiary,157,yes,1,299.1
33048,1,50,married,primary,-1,no,1,323.5
33049,0,58,married,tertiary,1831,no,1,310.1
33050,0,45,married,secondary,118,no,0,213.5
33051,0,38,married,primary,-363,yes,0,190.7
33052,1,37,married,primary,37,no,1,258.4
33053,0,36,married,secondary,-129,yes,0,215.6
33054,1,30,single,secondary,4787,yes,1,277.7
33055,1,54,married,tertiary,98,no,1,330.4
33056,1,34,married,secondary,1553,yes,1,260.4
33057,1,65,married,unknown,7337,yes,1,367.8
33058,1,40,divorced,secondary,1959,yes,1,261.3
33059,0,34,married,secondary,3990,yes,1,264.9
33060,0,34,married,secondary,518,yes,0,208.8
33061,1,38,married,secondary,0,yes,1,301.1
33062,0,44,married,primary,2657,yes,0,226.9
33063,1,31,single,secondary,85,yes,1,238.4
33064,1,33,married,secondary,-241,yes,0,234.5
33065,1,55,married,secondary,159,yes,1,367.1
33066,0,26,married,secondary,128,yes,1,234.8
33067,0,33,single,secondary,5137,yes,0,197.7
33068,0,28,single,secondary,389,yes,0,152.9
33069,0,34,married,tertiary,2594,yes,0,183.3
33070,0,51,married,secondary,-2082,yes,0,244.9
33071,0,35,married,secondary,280,yes,0,185.5
33072,0,59,married,secondary,2308,no,1,314.8
33073,1,36,married,secondary,439,no,0,189
33074,1,34,married,secondary,360,yes,1,243.3
33075,0,26,single,secondary,256,yes,1,211.3
33076,0,59,divorced,secondary,7179,yes,0,274.3
33077,0,29,single,tertiary,145,yes,1,248.2
33078,0,30,married,tertiary,1570,no,0,177.5
33079,1,35,married,secondary,147,yes,1,249
33080,0,33,single,secondary,-56,yes,1,238.2
33081,1,35,married,secondary,4508,yes,1,235.5
33082,0,38,married,tertiary,3234,no,0,199.8
33083,1,57,married,secondary,107,no,1,346
33084,0,36,single,secondary,12,no,0,192.8
