id,male,age,marital,education,balance,housing,treatment,donation
11755,1,45,married,tertiary,3854,yes,1,292.7
11756,0,33,married,primary,1808,yes,0,197.1
11757,0,28,married,tertiary,361,no,1,213.1
11758,1,26,single,tertiary,279,no,0,178.4
11759,1,30,single,secondary,209,yes,0,202.9
11760,0,47,married,tertiary,459,yes,1,284.3
11761,1,46,married,secondary,143,yes,0,262.7
11762,0,46,single,tertiary,334,no,1,284.3
11763,0,48,married,primary,7020,no,0,230
11764,0,55,married,tertiary,1956,no,1,268.2
11765,1,42,married,secondary,994,no,0,238.4
11766,0,33,married,secondary,-6,no,0,192.2
11767,0,35,divorced,primary,674,yes,1,254.8
11768,1,32,divorced,tertiary,137,yes,0,207.6
11769,0,40,married,tertiary,61,yes,0,177
11770,1,28,single,primary,618,yes,1,254.9
11771,0,36,married,tertiary,925,no,1,228.8
11772,1,50,married,secondary,253,no,1,305.4
11773,0,51,married,tertiary,307,no,0,236.6
11774,0,43,single,secondary,7138,yes,1,251.4
11775,0,48,married,tertiary,574,no,0,237.5
11776,0,54,married,tertiary,2225,no,0,234
11777,1,53,married,primary,3177,yes,1,320
11778,1,29,single,secondary,4210,yes,1,266.1
11779,0,83,married,tertiary,1097,yes,1,384.6
11780,1,45,married,secondary,5346,yes,1,280.2
11781,0,31,single,tertiary,864,yes,1,209.9
11782,1,41,single,secondary,748,no,1,302.9
11783,0,37,married,tertiary,189,no,1,232.8
11784,0,36,married,secondary,1327,no,1,278.7
11785,1,50,married,secondary,3463,no,0,245.7
11786,0,49,divorced,secondary,769,yes,1,246.7
11787,0,34,divorced,primary,44,no,0,213.3
11788,1,56,single,secondary,1906,no,1,320.4
11789,1,48,single,secondary,1040,no,1,318.7
11790,1,31,single,secondary,462,yes,0,207.5
11791,1,52,married,tertiary,54,no,0,266.9
11792,0,39,married,secondary,2644,yes,1,207.9
11793,1,33,married,tertiary,925,yes,0,222.3
11794,1,37,married,secondary,189,no,0,248.6
11795,0,47,married,primary,2,no,0,238.2
11796,1,53,married,secondary,431,yes,1,336.6
11797,1,25,single,secondary,453,yes,1,226.2
11798,1,31,married,secondary,0,yes,0,225.7
11799,0,32,married,secondary,-63,yes,0,212.6
11800,1,49,married,primary,12531,no,1,303.9
11801,0,48,married,secondary,1678,no,1,277.7
11802,0,59,divorced,unknown,314,yes,1,313.3
11803,1,32,married,secondary,3107,yes,1,243
11804,0,39,divorced,primary,6,yes,0,223.5
11805,0,33,married,secondary,6699,no,0,201.1
11806,1,40,divorced,primary,212,no,1,272.1
11807,1,45,married,tertiary,473,yes,1,306.9
11808,1,42,single,secondary,12223,no,1,271
11809,1,33,married,primary,148,yes,1,269.1
11810,0,38,married,secondary,45,no,1,266.4
11811,1,45,married,secondary,0,no,1,308.4
11812,0,52,divorced,secondary,-905,no,1,300.4
11813,0,29,married,tertiary,1599,no,0,161.5
11814,0,56,married,tertiary,828,yes,1,342.3
11815,1,33,married,secondary,8023,no,0,207.8
11816,0,54,married,tertiary,0,no,0,226
11817,0,54,married,tertiary,0,yes,1,313.2
11818,1,31,single,tertiary,2104,yes,0,221.6
11819,0,35,married,secondary,0,no,0,193.7
11820,0,48,single,primary,5543,no,0,250.7
11821,1,38,single,secondary,807,yes,1,301.5
11822,0,31,married,tertiary,440,no,1,236.2
11823,1,28,single,tertiary,1065,yes,0,203.9
11824,0,30,single,tertiary,0,yes,1,195.8
11825,1,42,married,secondary,1205,no,0,260
11826,1,28,single,secondary,330,no,0,236.2
11827,0,42,married,secondary,-34,no,1,265.7
11828,0,44,married,secondary,3706,no,0,239
11829,0,28,single,secondary,0,no,0,206.7
11830,1,45,single,secondary,248,yes,0,286.6
11831,0,31,single,secondary,2197,yes,0,183
11832,1,33,married,secondary,43,yes,0,225.8
11833,1,35,single,tertiary,450,yes,1,249.4
11834,1,32,married,secondary,6217,yes,1,251.4
11835,0,57,divorced,secondary,-331,no,0,240.4
11836,0,38,married,tertiary,994,yes,1,249.6
11837,1,23,single,tertiary,500,no,1,164.3
11838,1,36,married,tertiary,1169,yes,1,290.7
11839,0,31,single,tertiary,315,no,1,219.1
11840,0,31,married,tertiary,2363,yes,0,224.1
11841,1,52,married,secondary,592,no,1,307.1
11842,0,32,divorced,secondary,1,no,1,244.1
11843,0,51,married,tertiary,117,yes,1,277.8
11844,0,38,divorced,secondary,532,no,0,212.9
11845,0,34,married,primary,691,no,1,271.9
11846,0,35,married,secondary,0,yes,0,225.4
11847,0,35,married,tertiary,6411,yes,1,283.3
11848,0,60,married,secondary,517,no,0,292.1
11849,0,31,married,tertiary,1134,no,0,154.6
11850,1,39,married,unknown,147,no,0,253.7
11851,0,33,married,secondary,150,no,1,250.1
11852,0,40,married,secondary,8969,yes,1,228.5
11853,0,24,single,tertiary,-46,yes,0,165.1
11854,1,48,married,tertiary,556,yes,1,340.5
11855,0,60,single,secondary,2934,no,1,308.3
11856,1,45,single,tertiary,194,yes,0,276.2
11857,1,55,divorced,tertiary,976,yes,0,270.2
11858,1,31,married,tertiary,2,yes,1,228.5
11859,0,39,married,unknown,0,no,1,247.8
11860,0,33,single,secondary,142,no,1,250.4
11861,0,41,married,tertiary,72,no,0,208
11862,0,43,married,primary,-932,yes,0,235.2
11863,0,32,married,primary,286,yes,0,173.5
11864,1,47,married,tertiary,-285,no,1,313.9
11865,0,33,single,secondary,3143,no,1,232.4
11866,1,46,married,tertiary,964,no,0,291.8
11867,1,36,married,secondary,495,yes,0,234.5
11868,0,48,married,tertiary,5462,no,1,278.8
11869,0,37,married,secondary,410,no,1,199
11870,0,40,married,primary,1100,yes,1,251.5
11871,1,37,single,tertiary,509,no,0,249.1
11872,1,38,single,unknown,0,yes,1,246
11873,1,34,divorced,tertiary,-305,yes,1,278.7
11874,1,42,married,secondary,9009,no,1,305.6
11875,0,35,single,tertiary,1063,no,0,176.7
11876,0,35,single,unknown,0,no,1,227.9
11877,0,57,divorced,tertiary,46,no,1,291.9
11878,0,32,single,tertiary,271,yes,0,197
11879,0,31,married,tertiary,-120,yes,1,218
11880,0,24,married,primary,454,yes,0,197
11881,1,31,single,secondary,-162,yes,1,271.7
11882,0,32,single,secondary,5514,no,0,221.6
11883,0,40,married,secondary,0,no,0,225.9
11884,1,58,married,tertiary,602,yes,1,334.7
11885,0,53,married,secondary,27,no,1,320.1
11886,1,28,single,primary,28,no,0,224.9
11887,1,24,married,secondary,0,no,1,241.6
11888,1,29,single,tertiary,908,no,1,237.3
11889,1,40,divorced,secondary,282,yes,0,231.2
11890,1,35,single,primary,0,yes,1,262.4
11891,1,36,single,tertiary,678,no,0,228.6
11892,1,54,divorced,secondary,1691,yes,0,272.1
11893,0,78,married,secondary,4738,no,1,368.5
11894,0,70,married,secondary,4531,yes,0,322.5
11895,0,58,divorced,secondary,879,yes,1,287.8
11896,0,39,married,secondary,0,yes,1,290.4
11897,1,60,married,secondary,3043,no,0,306.2
11898,1,34,married,unknown,1007,yes,1,231.6
11899,0,50,married,tertiary,1011,yes,0,277.4
11900,0,24,single,secondary,-46,yes,1,208.2
11901,0,83,married,secondary,230,no,1,427.6
11902,0,60,divorced,unknown,300,yes,1,334.5
11903,1,33,married,unknown,79,yes,1,252.4
11904,1,40,married,secondary,0,no,0,255.3
11905,1,34,married,secondary,79,yes,1,252.9
11906,0,53,married,tertiary,2096,yes,1,302.3
11907,0,34,divorced,secondary,0,no,1,240
11908,0,45,married,tertiary,4365,no,1,303.9
11909,0,52,married,secondary,2347,no,0,288.9
11910,0,50,married,secondary,1011,yes,0,270.5
11911,1,26,single,secondary,1274,yes,1,246.6
11912,1,56,married,primary,2190,no,1,376.6
11913,0,43,married,secondary,188,yes,1,251.4
11914,1,54,single,secondary,1012,yes,1,304.8
11915,1,50,married,tertiary,579,no,0,275.2
11916,1,61,divorced,tertiary,1191,no,0,294.9
11917,0,33,married,secondary,4040,yes,1,237.5
11918,0,29,single,secondary,455,no,1,219.1
11919,0,33,divorced,secondary,-18,yes,0,187.1
11920,0,35,married,tertiary,407,yes,1,239.8
11921,1,33,divorced,unknown,-566,yes,1,269.3
11922,0,59,married,secondary,0,yes,0,267.7
11923,1,36,married,secondary,198,no,0,222.6
11924,0,50,married,primary,395,yes,1,289.5
11925,1,44,divorced,tertiary,959,no,1,255.4
11926,1,56,married,primary,1906,no,1,338.2
11927,0,47,married,tertiary,1890,no,0,220.9
11928,1,56,married,secondary,1210,no,1,333.9
11929,0,35,divorced,secondary,172,yes,0,210.4
11930,0,48,divorced,secondary,113,no,1,257.3
11931,0,30,single,primary,127,no,0,204.4
11932,1,44,divorced,unknown,99,yes,1,321
11933,0,45,married,secondary,784,no,0,230.8
11934,1,41,divorced,tertiary,664,yes,0,242
11935,1,47,single,primary,2322,no,0,255.9
11936,1,66,divorced,secondary,4189,no,1,355.4
11937,0,44,single,secondary,106,no,1,229.7
11938,1,29,single,secondary,482,yes,1,226.8
11939,1,51,married,secondary,95,yes,1,301.5
11940,1,57,married,secondary,374,yes,1,357.4
11941,1,37,single,primary,37,no,0,257
11942,0,48,divorced,secondary,-535,no,1,238.2
11943,1,55,married,primary,150,no,1,323.9
11944,0,27,single,secondary,3733,yes,0,171
11945,0,34,married,tertiary,-62,yes,0,197.2
11946,1,47,divorced,secondary,164,yes,0,252.1
11947,0,63,married,tertiary,367,no,0,303.3
11948,0,52,married,secondary,255,yes,1,295.2
11949,0,26,married,tertiary,0,yes,0,180.2
11950,0,49,single,tertiary,2146,no,1,268.6
11951,0,31,single,secondary,96,yes,1,210.6
11952,0,45,married,primary,334,no,1,241.4
11953,0,34,single,tertiary,179,yes,1,247.8
11954,1,27,single,tertiary,6421,yes,1,249.2
11955,0,49,single,secondary,981,yes,1,250.3
11956,1,60,married,tertiary,1025,no,0,363.6
11957,1,46,married,primary,120,yes,0,261.6
11958,0,39,divorced,tertiary,1174,yes,0,194.8
11959,0,59,divorced,tertiary,975,no,1,302.3
11960,0,41,divorced,tertiary,1281,no,1,278.9
11961,0,40,divorced,secondary,902,no,1,227.1
11962,0,34,married,secondary,3587,no,1,225.3
11963,1,34,married,secondary,114,yes,1,261.3
11964,1,49,married,secondary,381,no,1,379.5
11965,1,53,married,primary,459,yes,1,341.9
11966,0,39,single,tertiary,157,yes,0,203.3
11967,0,31,married,secondary,500,yes,1,230.2
11968,0,77,married,unknown,7802,no,1,345.7
11969,1,45,married,secondary,44,no,0,278.1
11970,1,46,married,secondary,217,yes,1,277.2
11971,1,51,married,primary,2662,no,1,348.9
11972,0,33,married,tertiary,285,yes,0,203.9
11973,1,57,married,secondary,32,yes,1,384.4
11974,0,40,married,secondary,1012,yes,1,245.8
11975,0,38,married,primary,1205,no,1,221.8
11976,0,53,married,tertiary,995,yes,1,287.3
11977,1,69,single,secondary,4657,no,1,368.6
11978,0,49,married,tertiary,0,yes,0,275.5
11979,1,38,married,secondary,15,no,1,278
11980,0,57,married,secondary,0,yes,0,290
11981,0,44,divorced,tertiary,80,no,1,296.2
11982,0,33,married,secondary,3470,no,1,225.7
11983,0,48,divorced,secondary,-535,yes,0,255.1
11984,0,26,married,tertiary,2469,yes,1,225.2
11985,1,55,married,tertiary,4809,yes,1,312.4
11986,1,49,married,secondary,199,yes,1,342.3
11987,0,27,single,primary,769,yes,1,171
11988,0,38,married,secondary,3234,no,1,211.8
11989,0,50,married,secondary,395,yes,0,220.3
11990,0,43,divorced,secondary,0,no,1,212.4
11991,0,35,divorced,tertiary,56,yes,0,202.6
11992,0,52,single,secondary,-970,yes,1,261.3
11993,0,30,single,primary,20,yes,1,221.4
11994,0,34,single,secondary,943,yes,0,222
11995,1,59,single,secondary,92,yes,0,328.1
11996,0,24,single,secondary,822,no,1,190.8
11997,0,30,single,secondary,105,yes,1,225.9
11998,0,32,married,secondary,820,no,1,207.3
11999,1,27,married,secondary,-584,yes,0,215.3
12000,1,58,single,secondary,0,yes,1,306.3
12001,0,34,married,primary,103,yes,1,225.5
12002,1,35,married,secondary,1707,yes,1,271.5
12003,1,57,married,tertiary,523,yes,0,263
12004,1,38,married,unknown,434,yes,1,267.7
12005,0,55,divorced,secondary,3337,no,1,286
12006,0,50,married,secondary,1138,no,1,324.4
12007,0,33,married,secondary,302,yes,1,266.9
12008,0,47,married,secondary,665,no,0,250.3
12009,0,31,married,primary,2581,no,1,239.5
12010,1,52,single,tertiary,-97,no,0,276.5
12011,1,31,married,primary,251,no,1,239.5
12012,1,58,married,secondary,9676,no,1,366.1
12013,1,36,married,tertiary,191,yes,1,262.9
12014,1,28,married,secondary,20,yes,1,281.8
12015,0,58,married,tertiary,111,no,1,321.2
12016,1,55,married,tertiary,4424,no,1,298.7
12017,1,48,single,secondary,150,no,1,316.8
12018,0,31,single,secondary,1957,no,1,199
12019,0,46,single,primary,-11,yes,1,250.9
12020,0,32,single,unknown,0,no,1,230.2
12021,0,31,single,tertiary,1130,yes,0,195.1
12022,0,44,married,secondary,1071,yes,1,259.7
12023,1,53,married,secondary,619,yes,1,337.6
12024,0,52,married,secondary,2347,no,0,236.8
12025,1,41,married,secondary,8,no,1,283.2
12026,1,41,single,primary,75,no,1,283.9
12027,0,58,married,secondary,2,no,1,320.2
12028,0,24,single,secondary,16874,yes,1,207.7
12029,0,29,married,secondary,358,no,1,202.4
12030,1,30,single,tertiary,71,yes,1,213.5
12031,1,21,single,secondary,103,no,0,199.6
12032,0,26,single,primary,-221,yes,1,182.6
12033,0,48,divorced,primary,113,no,1,286.6
12034,0,27,single,tertiary,158,yes,0,192.1
12035,0,36,married,tertiary,177,yes,1,281.4
12036,0,48,divorced,secondary,225,no,0,252.2
12037,1,43,married,secondary,105,yes,1,292
12038,0,57,married,secondary,0,no,1,285.4
12039,1,62,married,tertiary,1490,no,1,301
12040,1,57,married,tertiary,3777,yes,1,324.1
12041,1,37,single,primary,6101,yes,0,236.2
12042,1,30,single,primary,638,yes,0,197.7
12043,1,46,single,primary,1790,yes,1,325.9
12044,1,58,married,unknown,0,yes,0,303.2
12045,1,31,single,secondary,614,no,0,223.8
12046,1,44,divorced,secondary,959,no,1,303.7
12047,0,58,divorced,secondary,575,no,1,311.5
12048,1,21,single,unknown,361,no,0,198.7
12049,0,34,married,tertiary,1310,no,0,173.6
12050,1,34,married,tertiary,355,yes,1,256
12051,1,30,single,tertiary,726,yes,0,214.3
12052,1,41,married,secondary,-29,no,0,250.8
12053,1,31,married,secondary,119,yes,1,195.9
12054,1,33,married,primary,661,yes,1,244.9
12055,1,31,married,tertiary,620,no,0,230
12056,0,43,married,tertiary,1335,yes,1,316.5
12057,1,34,married,tertiary,902,yes,0,233.3
12058,0,45,single,tertiary,312,no,0,203.6
12059,0,29,divorced,secondary,0,yes,1,188.1
12060,1,24,single,primary,8,no,1,218.1
12061,0,45,married,secondary,72,yes,1,280.3
12062,1,54,married,primary,208,no,1,312.2
12063,1,57,single,tertiary,35,no,1,297.7
12064,1,46,married,secondary,523,yes,1,295.9
12065,1,30,single,tertiary,4,yes,1,239.5
12066,1,35,married,secondary,106,no,0,229
12067,0,22,single,unknown,8627,no,0,157.8
12068,1,29,single,primary,534,no,1,265.5
12069,0,35,married,tertiary,0,no,0,201.6
12070,1,32,single,secondary,2979,no,0,232.8
12071,1,44,married,secondary,271,yes,1,286.7
12072,1,53,married,unknown,-2,yes,1,307.8
12073,1,29,single,secondary,21,no,1,233.9
12074,0,34,married,tertiary,1906,yes,0,206.8
12075,1,28,single,primary,1633,no,1,286.3
12076,1,41,divorced,primary,-365,yes,1,291.9
12077,1,36,married,secondary,80,yes,1,231.5
12078,0,34,married,secondary,1847,yes,0,177.7
12079,0,41,single,secondary,231,yes,1,281.2
12080,0,30,single,secondary,-970,no,1,222.7
12081,1,43,married,tertiary,3529,no,1,296.4
12082,1,39,single,primary,1043,yes,1,279.3
12083,1,30,divorced,secondary,202,no,1,265.5
12084,1,57,married,tertiary,501,no,0,290.4
12085,0,41,divorced,tertiary,15,yes,0,236.3
12086,0,41,married,tertiary,1172,yes,0,250.1
12087,0,45,married,secondary,2443,no,1,305.9
12088,1,35,married,primary,13658,no,0,208
12089,0,71,divorced,tertiary,14220,no,0,341.7
12090,0,44,married,secondary,887,no,1,277.5
12091,1,33,divorced,tertiary,0,yes,0,218
12092,0,30,married,secondary,1317,yes,0,199.3
12093,1,32,single,secondary,577,no,0,218
12094,1,37,married,secondary,4089,yes,0,261.8
12095,1,39,married,secondary,0,yes,1,284.3
12096,0,30,married,secondary,371,yes,0,174.3
12097,1,33,single,unknown,647,yes,1,205.3
12098,1,27,single,secondary,1,no,1,233.9
12099,0,53,married,unknown,4,yes,1,305.5
12100,1,47,divorced,tertiary,1149,yes,1,289.7
12101,1,29,married,secondary,11417,no,1,264.8
12102,0,41,married,secondary,0,no,0,206.6
12103,0,27,single,tertiary,-124,yes,1,177.1
12104,1,28,single,primary,171,no,1,231.1
12105,1,44,single,secondary,3485,yes,0,237.6
12106,0,34,single,secondary,4943,yes,1,267.8
12107,1,53,married,tertiary,459,no,0,307.1
12108,1,48,married,secondary,247,yes,1,307.8
12109,1,45,married,secondary,1415,no,1,286.7
12110,0,31,single,primary,2197,yes,0,175.1
12111,1,49,married,tertiary,1235,no,1,295
12112,0,59,married,secondary,2308,yes,0,254.1
12113,0,31,single,secondary,433,yes,1,190.1
12114,1,30,single,secondary,-477,no,1,224.9
12115,1,55,married,tertiary,-966,yes,1,315.9
12116,0,36,divorced,primary,7929,yes,1,260.4
12117,1,31,single,secondary,1166,yes,1,300.4
12118,1,41,married,secondary,2457,no,0,259.1
12119,0,40,married,tertiary,2805,yes,1,232.2
12120,1,40,married,primary,1438,no,1,286.2
12121,0,32,single,primary,347,no,1,223.8
12122,1,35,married,tertiary,175,yes,1,257.7
12123,0,54,divorced,tertiary,538,yes,0,271
12124,1,37,single,tertiary,20453,yes,1,258.7
12125,0,58,married,tertiary,1831,no,1,318
12126,1,69,divorced,secondary,4415,no,1,370.6
12127,1,56,married,primary,4063,no,0,340.6
12128,0,28,single,secondary,769,yes,0,177.8
12129,1,33,married,secondary,478,no,0,244.1
12130,0,40,single,unknown,1567,yes,0,228.5
12131,1,40,married,secondary,1325,yes,1,278.8
12132,0,41,divorced,tertiary,1577,no,1,264.7
12133,0,28,single,tertiary,94,yes,0,220.1
12134,1,27,single,secondary,8366,yes,1,209.6
12135,0,57,married,secondary,7082,no,0,292.5
12136,0,47,single,primary,440,no,1,268.1
12137,0,34,married,unknown,1897,yes,0,195.6
12138,0,52,married,secondary,603,no,0,285.9
12139,1,48,married,secondary,4265,yes,0,294.6
12140,1,41,single,secondary,1361,no,1,296.2
12141,0,31,married,tertiary,13,no,1,224.4
12142,0,28,single,tertiary,153,no,0,189.4
12143,1,33,divorced,secondary,948,no,1,228.2
12144,0,45,married,tertiary,1415,yes,0,233.5
12145,0,40,married,primary,0,yes,1,298.9
12146,0,50,married,primary,7317,yes,1,342.5
12147,1,56,married,secondary,856,no,1,364.6
12148,1,36,married,secondary,1582,yes,1,249.2
12149,1,31,married,tertiary,325,yes,1,229.6
12150,0,45,married,tertiary,6945,no,0,218.5
12151,0,43,married,tertiary,7727,yes,0,198.1
12152,0,41,single,secondary,231,no,1,263.6
12153,1,31,single,tertiary,23,yes,0,198.1
12154,0,53,divorced,secondary,907,yes,1,299.8
12155,0,50,married,tertiary,2061,yes,0,252.8
12156,0,33,married,secondary,575,no,0,164.2
12157,1,34,divorced,secondary,10,yes,0,206
12158,0,32,single,secondary,13711,no,1,259.4
12159,1,29,single,tertiary,192,no,1,205.3
12160,1,42,divorced,secondary,1533,yes,1,297.2
12161,1,29,single,primary,534,yes,0,181.2
12162,0,32,single,secondary,2629,no,1,182.9
12163,0,50,married,secondary,0,no,0,231.7
12164,1,37,married,secondary,489,yes,1,291
12165,0,49,married,secondary,902,no,0,270.3
12166,0,39,married,secondary,1048,no,1,250.8
12167,0,23,single,secondary,549,yes,1,213.4
12168,0,49,married,tertiary,280,yes,0,244.4
12169,0,43,single,secondary,146,no,0,228.7
12170,1,58,divorced,tertiary,-123,no,1,299.1
12171,0,43,married,secondary,2,yes,1,230.8
12172,0,49,married,unknown,14440,no,1,265.6
12173,0,49,married,tertiary,2576,no,1,296.5
12174,0,61,single,secondary,1088,no,1,327.2
12175,1,35,married,tertiary,560,no,1,271.8
12176,1,32,single,secondary,131,no,1,236.2
12177,1,30,married,tertiary,946,yes,1,284.5
12178,0,40,single,tertiary,263,yes,1,183
12179,0,26,single,tertiary,565,yes,1,214.6
12180,1,40,married,unknown,440,yes,1,274.6
12181,0,27,married,secondary,4848,no,1,207.1
12182,1,50,married,tertiary,810,no,0,255.3
12183,1,43,married,primary,1937,no,0,243.4
12184,1,36,married,unknown,1852,no,1,258.4
12185,1,30,single,tertiary,209,yes,1,235.9
12186,1,43,married,tertiary,210,no,0,263.3
12187,0,32,single,secondary,474,yes,1,225.2
12188,0,27,married,secondary,4848,no,1,205.7
12189,1,58,married,secondary,0,yes,0,311.8
12190,1,39,married,primary,763,no,1,299.2
12191,0,32,married,primary,138,no,1,247.8
12192,1,35,single,secondary,5731,yes,1,289.4
12193,1,35,married,secondary,147,yes,1,240.6
12194,1,60,single,secondary,71188,yes,0,299.4
12195,0,34,married,secondary,1847,yes,1,222.2
12196,1,51,married,secondary,2662,no,1,316.2
12197,1,52,married,secondary,-1224,yes,1,295.7
12198,1,31,married,tertiary,119,yes,1,273.3
12199,0,44,married,secondary,2776,no,1,284.7
12200,0,46,married,secondary,4855,yes,1,288.1
12201,1,55,married,secondary,481,no,0,299.8
12202,0,33,single,secondary,349,yes,1,225.2
12203,1,50,married,tertiary,887,yes,0,241.6
12204,1,29,single,secondary,113,no,1,221.5
12205,0,55,married,primary,955,no,1,287.9
12206,1,40,married,secondary,1451,yes,0,221.1
12207,0,27,single,secondary,-887,yes,0,165.9
12208,0,34,married,secondary,1539,yes,0,238.1
12209,0,25,married,secondary,-589,yes,1,207.5
12210,1,29,married,secondary,-102,yes,1,272.6
12211,1,54,married,secondary,876,no,1,315
12212,0,34,divorced,tertiary,44,no,0,209.9
12213,1,34,married,tertiary,79,yes,1,241.9
12214,1,54,married,tertiary,-22,no,1,313
12215,0,34,divorced,primary,0,no,0,205.9
12216,1,47,single,primary,0,no,1,319.1
12217,0,54,divorced,secondary,1295,no,1,302.8
12218,0,37,married,secondary,-67,no,1,269.8
12219,1,31,single,tertiary,1214,no,1,262.8
12220,1,41,married,secondary,780,yes,0,248.8
12221,0,43,married,tertiary,-179,yes,1,265.2
12222,1,38,married,tertiary,432,no,1,247.3
12223,1,42,single,secondary,0,yes,0,278.4
12224,1,32,single,primary,0,no,1,225.5
12225,0,45,married,secondary,0,no,0,234.9
12226,1,56,single,secondary,306,no,1,351.9
12227,0,36,single,secondary,1521,yes,0,198.3
12228,0,45,divorced,secondary,1712,no,1,262.3
12229,1,43,single,secondary,593,no,1,261.2
12230,1,35,married,tertiary,973,yes,1,256.1
12231,1,49,married,secondary,852,yes,1,297.1
12232,0,34,single,primary,2178,yes,1,216
12233,0,50,single,secondary,1240,yes,0,232.2
12234,0,33,married,secondary,0,yes,1,246.2
12235,0,26,single,tertiary,50,yes,0,188
12236,0,36,single,primary,876,no,1,248.8
12237,1,48,married,secondary,-20,no,0,212.6
12238,1,32,married,secondary,9,yes,0,201.7
12239,1,42,divorced,tertiary,-97,no,0,252.1
12240,0,35,single,tertiary,7546,yes,1,226.4
12241,1,29,single,tertiary,555,no,1,248.8
12242,1,40,married,secondary,694,yes,0,207.8
12243,1,46,married,tertiary,3098,yes,1,280.3
12244,0,29,married,tertiary,424,yes,0,154.1
12245,1,43,married,primary,297,yes,0,259.2
12246,0,41,married,tertiary,28,yes,1,215.1
12247,1,34,married,primary,0,yes,1,242
12248,0,58,single,secondary,16264,no,1,314.8
12249,1,43,married,secondary,3215,yes,1,300.1
12250,1,47,married,secondary,2642,yes,0,307
12251,1,40,single,primary,982,no,0,263.2
12252,0,52,married,secondary,0,yes,1,301
12253,0,53,married,secondary,27,yes,1,307.7
12254,0,35,married,tertiary,949,no,0,192.4
12255,0,41,married,tertiary,720,no,1,258.2
12256,0,50,married,tertiary,841,yes,0,232
12257,0,57,married,tertiary,139,no,1,314.4
12258,0,36,divorced,primary,4567,yes,1,238.9
12259,1,40,divorced,tertiary,2903,yes,0,237
12260,0,34,single,tertiary,18,no,1,256.2
12261,1,46,married,primary,3232,no,1,303.2
12262,1,48,married,tertiary,168,yes,0,250.6
12263,1,43,married,tertiary,764,yes,1,303.6
12264,1,34,married,tertiary,1464,no,1,213.3
12265,1,27,single,secondary,113,yes,0,216
12266,0,63,married,unknown,848,no,0,319.2
12267,1,58,married,tertiary,4007,no,1,366.1
12268,1,37,married,secondary,5106,no,0,214.6
12269,0,44,married,secondary,795,no,1,318.8
12270,1,38,single,tertiary,13156,no,0,205.6
12271,1,36,married,secondary,146,yes,1,253.5
12272,1,43,married,secondary,104,no,1,305.1
12273,1,28,single,secondary,28,yes,0,195.4
12274,1,54,married,secondary,153,yes,1,353.4
12275,1,60,married,secondary,1472,no,0,283.8
12276,1,43,married,tertiary,1574,yes,1,298.9
12277,1,37,divorced,secondary,23,yes,0,229.2
12278,0,44,married,secondary,0,yes,1,238.5
12279,0,28,single,tertiary,177,no,1,221.8
12280,1,41,married,primary,849,no,0,266.6
12281,1,31,single,primary,1214,no,1,282.5
12282,1,46,married,tertiary,3533,yes,1,297.3
12283,0,35,married,secondary,422,no,1,246.7
12284,0,32,single,tertiary,2,no,0,214.9
12285,0,59,divorced,tertiary,5845,yes,0,286.4
12286,1,34,married,secondary,997,yes,1,248.8
12287,1,32,single,tertiary,8436,no,0,256.7
12288,1,36,single,secondary,760,no,0,258.5
12289,0,40,married,primary,-342,yes,1,245.6
12290,1,34,married,primary,0,yes,1,308.7
12291,0,41,single,primary,400,yes,1,278.7
12292,0,48,married,tertiary,302,yes,0,246.9
12293,0,52,married,secondary,1117,yes,1,311.6
12294,1,36,married,secondary,644,yes,0,195.2
12295,1,38,married,secondary,3190,yes,1,288.5
12296,0,58,married,tertiary,1517,yes,0,271.7
12297,0,57,married,secondary,1052,no,1,348.1
12298,1,57,married,primary,27069,no,1,319.6
12299,1,46,married,unknown,22,no,1,302.4
12300,0,45,married,secondary,-388,no,0,278.7
12301,0,29,single,tertiary,2893,yes,1,213.5
12302,1,34,married,secondary,0,yes,1,292.4
12303,1,26,single,tertiary,396,no,0,181.7
12304,0,30,married,primary,123,yes,1,230.7
12305,1,38,divorced,secondary,889,yes,1,300.6
12306,1,26,single,secondary,1216,yes,1,213.3
12307,0,49,married,secondary,-471,yes,1,271.1
12308,0,43,single,secondary,2524,yes,1,242.5
12309,1,39,married,primary,1046,yes,1,310.6
12310,1,33,single,primary,13494,yes,0,204
12311,0,61,married,secondary,76,yes,1,352.2
12312,0,44,married,unknown,887,no,1,258.1
12313,1,66,married,primary,701,no,1,331.9
12314,0,62,married,tertiary,0,no,0,265
12315,1,49,married,primary,-147,yes,0,265.1
12316,1,28,single,tertiary,183,no,1,260.2
12317,1,58,married,primary,502,no,0,335.6
12318,0,64,married,secondary,231,no,1,354.6
12319,1,42,divorced,tertiary,1811,yes,0,234.6
12320,1,45,divorced,primary,3854,no,1,269.3
12321,0,57,married,secondary,1602,no,1,274.4
12322,0,57,divorced,primary,14,no,1,312.6
12323,0,34,married,secondary,396,yes,1,202.7
12324,1,47,married,tertiary,-614,yes,1,320.5
12325,0,37,married,secondary,4798,no,1,269.1
12326,1,42,married,secondary,1205,no,1,295.1
12327,0,49,married,secondary,365,no,1,325.7
12328,0,45,married,secondary,2571,yes,1,289.6
12329,0,34,married,primary,-62,no,1,238.5
12330,1,41,married,unknown,532,yes,0,218.9
12331,1,42,single,tertiary,1022,yes,1,297.4
12332,0,35,married,secondary,0,yes,0,200.8
